Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	concentration of elemental silicon in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental silver in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sodium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental strontium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sulfur in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tellurium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thallium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thorium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tin in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental titanium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tungsten in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental uranium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental vanadium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental yttrium in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental zinc in infructescence	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental aluminium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental antimony in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental arsenic in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental barium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental beryllium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental bismuth in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental boron in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cadmium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental caesium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental calcium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cerium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental chromium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cobalt in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental copper in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental gallium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental gold in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental indium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental iron in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lanthanum in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lead in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lithium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental magnesium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental manganese in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental mercury in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental molybdenum in vascular leaf	rdfs:subClassOf	
