defined_class,defined_class_label,entity,entity_label,plant_part,plant_part_label
SRPDIO:2000391,,CHEBI:35113,elemental mercury,PO:0025522,tuber
SRPDIO:2000392,,CHEBI:37237,elemental molybdenum,PO:0025522,tuber
SRPDIO:2000393,,CHEBI:155868,elemental nickel,PO:0025522,tuber
SRPDIO:2000394,,CHEBI:155922,elemental niobium,PO:0025522,tuber
SRPDIO:2000395,,CHEBI:33464,elemental phosphorus,PO:0025522,tuber
SRPDIO:2000396,,CHEBI:37247,elemental potassium,PO:0025522,tuber
SRPDIO:2000397,,CHEBI:155923,elemental rubidium,PO:0025522,tuber
SRPDIO:2000398,,CHEBI:36904,elemental selenium,PO:0025522,tuber
SRPDIO:2000399,,CHEBI:37763,elemental silicon,PO:0025522,tuber
SRPDIO:2000400,,CHEBI:33966,elemental silver,PO:0025522,tuber
SRPDIO:2000401,,CHEBI:37246,elemental sodium,PO:0025522,tuber
SRPDIO:2000402,,CHEBI:39131,elemental strontium,PO:0025522,tuber
SRPDIO:2000403,,CHEBI:33403,elemental sulfur,PO:0025522,tuber
SRPDIO:2000404,,CHEBI:36660,elemental tellurium,PO:0025522,tuber
SRPDIO:2000405,,CHEBI:37113,elemental thallium,PO:0025522,tuber
SRPDIO:2000406,,CHEBI:155924,elemental thorium,PO:0025522,tuber
SRPDIO:2000407,,CHEBI:37767,elemental tin,PO:0025522,tuber
SRPDIO:2000408,,CHEBI:155870,elemental titanium,PO:0025522,tuber
SRPDIO:2000409,,CHEBI:131925,elemental tungsten,PO:0025522,tuber
SRPDIO:2000410,,CHEBI:50559,elemental uranium,PO:0025522,tuber
SRPDIO:2000411,,CHEBI:35171,elemental vanadium,PO:0025522,tuber
SRPDIO:2000412,,CHEBI:155925,elemental yttrium,PO:0025522,tuber
SRPDIO:2000413,,CHEBI:37253,elemental zinc,PO:0025522,tuber
SRPDIO:2000414,,CHEBI:33628,elemental aluminium,PO:0025025 ,root system
SRPDIO:2000415,,CHEBI:36922,elemental antimony,PO:0025025 ,root system
SRPDIO:2000416,,CHEBI:35826,elemental arsenic,PO:0025025 ,root system
SRPDIO:2000417,,CHEBI:37134,elemental barium,PO:0025025 ,root system
SRPDIO:2000418,,CHEBI:33784,elemental beryllium,PO:0025025 ,root system
SRPDIO:2000419,,CHEBI:85541,elemental bismuth,PO:0025025 ,root system
SRPDIO:2000420,,CHEBI:33609,elemental boron,PO:0025025,root system
SRPDIO:2000421,,CHEBI:37249,elemental cadmium,PO:0025025,root system
SRPDIO:2000422,,CHEBI:155919,elemental caesium,PO:0025025,root system
SRPDIO:2000423,,CHEBI:35155,elemental calcium,PO:0025025,root system
SRPDIO:2000424,,CHEBI:37265,elemental cerium,PO:0025025,root system
SRPDIO:2000425,,CHEBI:155866,elemental chromium,PO:0025025,root system
SRPDIO:2000426,,CHEBI:155865,elemental cobalt,PO:0025025,root system
SRPDIO:2000427,,CHEBI:37404,elemental copper,PO:0025025,root system
SRPDIO:2000428,,CHEBI:155920,elemental gallium,PO:0025025,root system
SRPDIO:2000429,,CHEBI:33970,elemental gold,PO:0025025,root system
SRPDIO:2000430,,CHEBI:37114,elemental indium,PO:0025025,root system
SRPDIO:2000431,,CHEBI:82663,elemental iron,PO:0025025,root system
SRPDIO:2000432,,CHEBI:155921,elemental lanthanum,PO:0025025,root system
SRPDIO:2000433,,CHEBI:37193,elemental lead,PO:0025025,root system
SRPDIO:2000434,,CHEBI:155867,elemental lithium,PO:0025025,root system
SRPDIO:2000435,,CHEBI:33973,elemental magnesium,PO:0025025,root system
SRPDIO:2000436,,CHEBI:35115,elemental manganese,PO:0025025,root system
SRPDIO:2000437,,CHEBI:35113,elemental mercury,PO:0025025,root system
SRPDIO:2000438,,CHEBI:37237,elemental molybdenum,PO:0025025,root system
SRPDIO:2000439,,CHEBI:155868,elemental nickel,PO:0025025,root system
SRPDIO:2000440,,CHEBI:155922,elemental niobium,PO:0025025,root system
SRPDIO:2000441,,CHEBI:33464,elemental phosphorus,PO:0025025,root system
SRPDIO:2000442,,CHEBI:37247,elemental potassium,PO:0025025,root system
SRPDIO:2000443,,CHEBI:155923,elemental rubidium,PO:0025025,root system
SRPDIO:2000444,,CHEBI:36904,elemental selenium,PO:0025025,root system
SRPDIO:2000445,,CHEBI:37763,elemental silicon,PO:0025025,root system
SRPDIO:2000446,,CHEBI:33966,elemental silver,PO:0025025,root system
SRPDIO:2000447,,CHEBI:37246,elemental sodium,PO:0025025,root system
SRPDIO:2000448,,CHEBI:39131,elemental strontium,PO:0025025,root system
SRPDIO:2000449,,CHEBI:33403,elemental sulfur,PO:0025025,root system
SRPDIO:2000450,,CHEBI:36660,elemental tellurium,PO:0025025,root system
SRPDIO:2000451,,CHEBI:37113,elemental thallium,PO:0025025,root system
SRPDIO:2000452,,CHEBI:155924,elemental thorium,PO:0025025,root system
SRPDIO:2000453,,CHEBI:37767,elemental tin,PO:0025025,root system
SRPDIO:2000454,,CHEBI:155870,elemental titanium,PO:0025025,root system
SRPDIO:2000455,,CHEBI:131925,elemental tungsten,PO:0025025,root system
SRPDIO:2000456,,CHEBI:50559,elemental uranium,PO:0025025,root system
SRPDIO:2000457,,CHEBI:35171,elemental vanadium,PO:0025025,root system
SRPDIO:2000458,,CHEBI:155925,elemental yttrium,PO:0025025,root system
SRPDIO:2000459,,CHEBI:37253,elemental zinc,PO:0025025,root system
SRPDIO:2000460,,CHEBI:24431,chemical entity,PO:0009011,plant structure
SRPDIO:2000461,,CHEBI:24431,chemical entity,PO:0009006,shoot system
SRPDIO:2000462,,CHEBI:24431,chemical entity,PO:0025356,bulb
SRPDIO:2000463,,CHEBI:24431,chemical entity,PO:0009001 ,fruit
SRPDIO:2000464,,CHEBI:24431,chemical entity,PO:0006342,infructescence
SRPDIO:2000465,,CHEBI:24431,chemical entity,PO:0009025,vascular leaf
SRPDIO:2000466,,CHEBI:24431,chemical entity,PO:0009010,seed
SRPDIO:2000467,,CHEBI:24431,chemical entity,PO:0009005,root
SRPDIO:2000468,,CHEBI:24431,chemical entity,PO:0025522,tuber
SRPDIO:2000469,,CHEBI:24431,chemical entity,PO:0025025 ,root system
